batter_name,PA_all,PA_high,wOBA_all,wOBA_high,OPS_all,OPS_high,K%_all,K%_high,ClutchFactor,LI_used_in_flag
shea langeliers,523,79.0,0.3675623800383877,0.33205128205128204,0.8645678645678646,0.8044420368364029,0.1950286806883365,0.20253164556962025,-0.12064836347860419,False
lourdes gurriel,547,86.0,0.3185321100917431,0.2877906976744186,0.7164221742388828,0.668024132730015,0.13893967093235832,0.18604651162790697,-0.12937303490560512,False
taylor walls,318,68.0,0.2856230031948882,0.263235294117647,0.6028108454263725,0.5863636363636364,0.22012578616352202,0.3382352941176471,-0.13018643642791022,False
jake meyers,382,65.0,0.34310344827586203,0.30703125,0.7265903777531684,0.6352785145888594,0.17539267015706805,0.15384615384615385,-0.13307828100607774,False
alex bregman,496,77.0,0.3650406504065041,0.34121621621621623,0.8211533797272337,0.7304695304695306,0.14112903225806453,0.16883116883116883,-0.13452200616789056,False
jackson holliday,650,94.0,0.3136996904024768,0.28440860215053765,0.6891167908694545,0.6217636503460651,0.2153846153846154,0.2553191489361702,-0.14124245273137334,False
salvador pérez,641,113.0,0.3198899371069182,0.2864864864864865,0.7297055660300455,0.6352288488210818,0.19500780031201248,0.19469026548672566,-0.15085808461307632,False
max kepler,475,89.0,0.3077991452991453,0.27732558139534885,0.6920798126845159,0.6117681845062093,0.1957894736842105,0.2247191011235955,-0.15213492687053334,False
spencer horwitz,411,66.0,0.3524509803921569,0.3323076923076923,0.7877244706512999,0.7272727272727273,0.17761557177615572,0.2727272727272727,-0.15530721969319666,False
christopher morel,306,56.0,0.30885245901639347,0.2625,0.6818469323213157,0.5961538461538461,0.3562091503267974,0.32142857142857145,-0.1570168295105987,False
teoscar hernández,537,84.0,0.3237430167597765,0.2970238095238095,0.7473801260235199,0.6534638554216867,0.24581005586592178,0.2857142857142857,-0.1674817301168244,False
julio rodríguez,710,133.0,0.3583926031294452,0.32131782945736437,0.798785137430245,0.6974308300395257,0.2140845070422535,0.21804511278195488,-0.1831135832548283,False
gabriel arias,471,83.0,0.2860341151385928,0.25617283950617287,0.6402499602606899,0.5501712328767123,0.34394904458598724,0.39759036144578314,-0.19326176203641893,False
víctor caratini,386,73.0,0.3251948051948052,0.2821917808219178,0.7330171358629132,0.6527472527472528,0.16839378238341968,0.1917808219178082,-0.20393694055461267,False
mike yastrzemski,558,103.0,0.3356363636363636,0.31313131313131315,0.7382688993139974,0.6075293575869215,0.18996415770609318,0.23300970873786409,-0.20467541730985722,False
brayan rocchio,385,79.0,0.2878306878306878,0.2642857142857143,0.6307034805067028,0.5202429149797572,0.1974025974025974,0.26582278481012656,-0.21100787490095047,False
willi castro,454,73.0,0.3065265486725664,0.28055555555555556,0.6791374254555039,0.6007827788649707,0.2444933920704846,0.3424657534246575,-0.2118236018251059,False
pedro pagés,389,62.0,0.29463350785340314,0.24833333333333335,0.6370323224579244,0.5277538107563992,0.2750642673521851,0.25806451612903225,-0.21229659489698866,False
michael toglia,338,62.0,0.27906626506024096,0.24833333333333335,0.6107201023731968,0.5420506912442395,0.3905325443786982,0.4838709677419355,-0.21451147329158454,False
kyle isbel,409,83.0,0.31287878787878787,0.28417721518987343,0.6560598517535126,0.5622647964420115,0.18092909535452323,0.25301204819277107,-0.2155174917908408,False
josé altuve,654,104.0,0.3454404945904173,0.3085858585858586,0.7744798073789021,0.6433566433566433,0.1636085626911315,0.16346153846153846,-0.2200337468376067,False
willson contreras,563,81.0,0.35393559928443646,0.32625000000000004,0.7934378778441358,0.6857142857142857,0.2522202486678508,0.32098765432098764,-0.22683766009054895,False
zach mckinstry,512,72.0,0.3417485265225933,0.3107142857142857,0.7730544721618722,0.6571974218190499,0.216796875,0.2638888888888889,-0.22798559974968374,False
eric wagaman,514,98.0,0.3050682261208577,0.25510204081632654,0.6767760149246339,0.5672394043528064,0.19455252918287938,0.1836734693877551,-0.2372132692146228,False
adolis garcía,549,92.0,0.2946788990825688,0.25166666666666665,0.6659900390752433,0.5830419580419581,0.24408014571949,0.29347826086956524,-0.23932087491429352,False
byron buxton,542,74.0,0.38125,0.34929577464788736,0.8814533887937362,0.7747009304386354,0.2730627306273063,0.33783783783783783,-0.24055993021414995,False
jurickson profar,373,60.0,0.35636856368563685,0.33070175438596494,0.7824564343163539,0.6470588235294117,0.1581769436997319,0.21666666666666667,-0.2448623466994495,False
luis arráez,677,114.0,0.32640364188163884,0.2818181818181818,0.7204624752001094,0.6025740025740025,0.0310192023633678,0.043859649122807015,-0.2528083922879752,False
alex call,324,67.0,0.3540064102564103,0.3131147540983607,0.7454102660172348,0.6363061353573687,0.1697530864197531,0.208955223880597,-0.25478004403478205,False
andrew benintendi,472,78.0,0.3317596566523605,0.29121621621621624,0.7385873719614737,0.5666108085462924,0.17372881355932204,0.14102564102564102,-0.2567787944725277,False
jonah heim,435,86.0,0.28032407407407406,0.2447058823529412,0.6020678343389374,0.4973544973544973,0.20229885057471264,0.27906976744186046,-0.269265210071264,False
luis robert,431,72.0,0.31129411764705883,0.28214285714285714,0.6634026474365307,0.5456349206349207,0.25754060324825984,0.3472222222222222,-0.2734816383645902,False
junior caminero,653,111.0,0.37296466973886333,0.3381818181818182,0.8491252069983439,0.727768189663003,0.1883614088820827,0.25225225225225223,-0.2737691107465039,False
michael taylor,325,53.0,0.27586206896551724,0.237,0.6262897826895489,0.5118898623279099,0.3384615384615385,0.39622641509433965,-0.27539323958012296,False
miguel vargas,570,94.0,0.3193661971830986,0.27180851063829786,0.7174603174603175,0.6060075093867334,0.1736842105263158,0.20212765957446807,-0.27630673546752466,False
elías díaz,283,61.0,0.278804347826087,0.23559322033898306,0.6070390746226548,0.46726487205051515,0.26148409893992935,0.2786885245901639,-0.28321999906918205,False
corey seager,445,80.0,0.3842528735632184,0.34256756756756757,0.8615599382202686,0.7429104477611941,0.18876404494382024,0.2375,-0.28379057515541284,False
edgar quero,403,71.0,0.3165012406947891,0.2640845070422535,0.6903289720903221,0.58125,0.1761786600496278,0.19718309859154928,-0.2865952494949334,False
ty france,492,83.0,0.3142418032786885,0.2603658536585366,0.6798077893018606,0.5873944119558154,0.16869918699186992,0.20481927710843373,-0.28768168663691784,False
andrew mccutchen,553,90.0,0.31988950276243094,0.2850574712643678,0.6992860734803347,0.5968253968253968,0.2115732368896926,0.3111111111111111,-0.2898957274643931,False
ian happ,654,89.0,0.34362519201228875,0.2914772727272727,0.7653137320487582,0.6308988764044944,0.22477064220183487,0.2247191011235955,-0.2963849848234262,False
kyle manzardo,532,101.0,0.33487712665406427,0.27929292929292926,0.769342953947554,0.6423788446260357,0.25,0.24752475247524752,-0.29877250290092033,False
starling marte,329,50.0,0.3389570552147239,0.29489795918367345,0.7490624868326803,0.6288561936402468,0.2066869300911854,0.26,-0.30267102117621614,False
tommy edman,367,74.0,0.3070054945054945,0.23972602739726026,0.657754583827991,0.5254273504273504,0.15803814713896458,0.10810810810810811,-0.3037441181209571,False
joey ortiz,508,76.0,0.28209255533199196,0.236,0.5905783645080693,0.5033333333333334,0.14566929133858267,0.23684210526315788,-0.3104725731258861,False
max muncy,599,91.0,0.33875838926174495,0.2906593406593406,0.7728150031618888,0.6486111111111111,0.24373956594323873,0.2857142857142857,-0.31359775837863496,False
austin riley,447,74.0,0.3251121076233184,0.27671232876712326,0.7373016557433598,0.6215753424657534,0.28635346756152125,0.33783783783783783,-0.3142895723115981,False
ben williamson,295,58.0,0.28505154639175256,0.24298245614035088,0.6039846724411971,0.5007974481658692,0.21694915254237288,0.3103448275862069,-0.3173400040891188,False
seiya suzuki,642,83.0,0.3529641185647426,0.3128048780487805,0.8177098800365326,0.7121637233866975,0.24922118380062305,0.3493975903614458,-0.32001960492142345,False
tyler stephenson,342,65.0,0.3305882352941177,0.2915384615384615,0.7409313094931824,0.6162087912087912,0.3391812865497076,0.4307692307692308,-0.33208752424859894,False
andy pages,617,105.0,0.3425774877650897,0.2931372549019608,0.7722991157247212,0.6077380952380953,0.21231766612641814,0.21904761904761905,-0.33539927920105256,False
yainer diaz,570,95.0,0.31838365896980464,0.266304347826087,0.6986295163665195,0.5543859649122806,0.16666666666666666,0.18947368421052632,-0.3378993860664487,False
lars nootbaar,583,92.0,0.31191709844559584,0.25674157303370787,0.6879179942384235,0.5597171293871137,0.20411663807890223,0.2391304347826087,-0.3440157964163135,False
austin wells,449,71.0,0.309375,0.2549295774647887,0.7167879139770257,0.5913419913419914,0.26057906458797325,0.30985915492957744,-0.3538963798809313,False
nick castellanos,590,97.0,0.3094548551959114,0.24473684210526317,0.6958679132086791,0.5305997552019583,0.22542372881355932,0.1958762886597938,-0.3639319650328538,False
santiago espinal,330,55.0,0.26984615384615385,0.20277777777777775,0.5728357451129729,0.4337606837606838,0.11212121212121212,0.10909090909090909,-0.3692459654608384,False
heliot ramos,695,119.0,0.32757619738751814,0.2711206896551724,0.7309143686502177,0.5786696514230892,0.2273381294964029,0.2605042016806723,-0.38242916548162714,False
henry davis,283,54.0,0.24482142857142855,0.1823529411764706,0.5141414141414141,0.3450834879406308,0.26855123674911663,0.25925925925925924,-0.383394265966165,False
willy adames,687,126.0,0.32991202346041054,0.2764227642276423,0.7426169707373548,0.5672590776773403,0.2590975254730713,0.2777777777777778,-0.38435627174608616,False
jarren duran,697,113.0,0.34870129870129873,0.29189189189189185,0.7745571658615137,0.6246428571428572,0.242467718794835,0.2920353982300885,-0.4005733261485973,False
dillon dingler,470,76.0,0.33650963597430406,0.28175675675675677,0.7512350035285815,0.6064414768263944,0.23404255319148937,0.3026315789473684,-0.40659710996118187,False
marcell ozuna,592,102.0,0.3453231292517007,0.2831683168316832,0.7599997187139602,0.5993552843656458,0.24324324324324326,0.27450980392156865,-0.4188828169838956,False
brandon marsh,427,86.0,0.35011904761904766,0.2916666666666667,0.7846202995508615,0.6564679771718454,0.25526932084309134,0.3488372093023256,-0.4301279155089803,False
kyle stowers,457,85.0,0.3952433628318584,0.32743902439024386,0.9155410650520106,0.7333333333333334,0.2735229759299781,0.27058823529411763,-0.4349901472391832,False
kyle teel,297,50.0,0.3616554054054054,0.3030612244897959,0.7873383801165673,0.6084480303749407,0.25925925925925924,0.3,-0.44001107887915003,False
ramón urías,392,64.0,0.3044987146529563,0.2359375,0.6808655799949572,0.5563492063492064,0.22448979591836735,0.296875,-0.44650423947125706,False
colson montgomery,284,55.0,0.36696113074204945,0.2898148148148148,0.8414685022945348,0.6712121212121211,0.29225352112676056,0.2909090909090909,-0.46335333938053475,False
austin hays,417,70.0,0.34048780487804875,0.27205882352941174,0.7701783627411537,0.553968253968254,0.2541966426858513,0.24285714285714285,-0.4767626199277473,False
jo adell,573,103.0,0.3410839160839161,0.2796116504854369,0.7782882383208484,0.5936587400917814,0.26352530541012215,0.32038834951456313,-0.48125133576305335,False
trevor story,655,110.0,0.3336166924265842,0.27075471698113207,0.7401102703296868,0.5432827686438368,0.26717557251908397,0.3090909090909091,-0.4872443727829602,False
ramón laureano,489,74.0,0.3769072164948454,0.3047297297297297,0.8556421141017866,0.6471069310979349,0.23721881390593047,0.22972972972972974,-0.4878796092312164,False
jasson domínguez,430,67.0,0.32780373831775705,0.26515151515151514,0.7207678883071553,0.4967268918565069,0.26744186046511625,0.29850746268656714,-0.5123692655428216,False
brice turang,659,109.0,0.3603053435114504,0.28598130841121494,0.7955969162707295,0.5921153111874762,0.2276176024279211,0.23853211009174313,-0.5129002962146533,False
josh smith,564,99.0,0.3252244165170557,0.256701030927835,0.6994452940158117,0.5204822097378278,0.17553191489361702,0.24242424242424243,-0.5181804059798576,False
chase meidroth,505,85.0,0.3083,0.23433734939759035,0.6493413173652695,0.47380952380952385,0.1405940594059406,0.2,-0.5295992348627764,False
jake mangum,429,69.0,0.3243436754176611,0.25149253731343285,0.6972058467253492,0.5329380764163373,0.14918414918414918,0.2318840579710145,-0.536354187866659,False
gavin lux,505,75.0,0.32942345924453276,0.2472972972972973,0.7219742063492063,0.5036465036465037,0.22178217821782178,0.21333333333333335,-0.5473427513393532,False
eugenio suárez,660,102.0,0.356030534351145,0.26649999999999996,0.8229957789507234,0.6313043478260869,0.296969696969697,0.3137254901960784,-0.574054753629524,False
isaac collins,442,75.0,0.3594965675057208,0.282,0.7794537226061933,0.5845559845559846,0.2081447963800905,0.29333333333333333,-0.6052434173930314,False
riley greene,656,96.0,0.34732415902140673,0.25684210526315787,0.8074126328111622,0.5928030303030303,0.30640243902439024,0.3229166666666667,-0.6112535288618822,False
lenyn sosa,544,93.0,0.32532347504621073,0.2418478260869565,0.7288073788073788,0.5118577075098814,0.23345588235294118,0.27956989247311825,-0.61769804807237,False
jazz chisholm,531,69.0,0.35926275992438567,0.267910447761194,0.8151202409757543,0.5925747348119575,0.2787193973634652,0.2898550724637681,-0.6202542161842094,False
mark vientos,463,63.0,0.3124190064794817,0.22063492063492063,0.7046748468779545,0.45387662705149967,0.24838012958963282,0.23809523809523808,-0.637083128013552,False
romy gonzalez,341,69.0,0.3777286135693216,0.27941176470588236,0.8307539682539682,0.6049590755897929,0.2375366568914956,0.2318840579710145,-0.6371777223445088,False
dansby swanson,638,93.0,0.3240157480314961,0.23655913978494625,0.716728801803364,0.4870600414078675,0.2601880877742947,0.3010752688172043,-0.64831993693684,False
taylor ward,664,113.0,0.3466012084592145,0.2598214285714286,0.7932868672046955,0.5629960770002737,0.2635542168674699,0.3185840707964602,-0.663168827758892,False
gleyber torres,629,80.0,0.3406698564593301,0.24625,0.7482278916284093,0.5076923076923077,0.16057233704292528,0.175,-0.6645156862684318,False
drake baldwin,446,77.0,0.3585201793721973,0.26103896103896107,0.8099429773570281,0.5885073830279309,0.15246636771300448,0.18181818181818182,-0.6693498468783079,False
brandon lowe,556,93.0,0.345,0.26,0.7836007130124777,0.5498678536653221,0.26798561151079137,0.3333333333333333,-0.6722988694125018,False
josh lowe,436,67.0,0.2931395348837209,0.20075757575757575,0.6493039598373482,0.4238805970149254,0.25,0.3283582089552239,-0.7105716627562745,False
ryan mountcastle,357,54.0,0.3058823529411765,0.21944444444444444,0.6580681701163629,0.4537037037037037,0.27450980392156865,0.4074074074074074,-0.7184286486092841,False
myles straw,299,58.0,0.32152777777777775,0.2111111111111111,0.6806300486760887,0.429769392033543,0.16722408026755853,0.15517241379310345,-0.7221345243454318,False
paul goldschmidt,534,81.0,0.3327324478178368,0.2205128205128205,0.7317854809591736,0.44753086419753085,0.18726591760299627,0.13580246913580246,-0.7310121742658909,False
rafael devers,732,121.0,0.3773676880222841,0.2834862385321101,0.8493019275806162,0.5573232323232323,0.2609289617486339,0.2809917355371901,-0.7429887735399683,False
josh jung,511,93.0,0.31210629921259847,0.21032608695652175,0.6835835681399258,0.4656647116324536,0.25048923679060664,0.3333333333333333,-0.7491136580866156,False
michael busch,586,83.0,0.3820446735395189,0.28795180722891567,0.8738287539261489,0.6104336043360434,0.23208191126279865,0.30120481927710846,-0.7621398716339309,False
bryan reynolds,654,104.0,0.3217791411042945,0.21990291262135922,0.7215527415560388,0.4587912087912088,0.26452599388379205,0.3173076923076923,-0.7778336284193323,False
freddie freeman,628,104.0,0.38360258481421644,0.27142857142857146,0.8700790464855581,0.5653912050256996,0.20382165605095542,0.19230769230769232,-0.8086075810677119,False
royce lewis,406,64.0,0.30669975186104215,0.1921875,0.6674024922281145,0.32785087719298245,0.19704433497536947,0.25,-0.9478274336598012,False
francisco álvarez,277,54.0,0.35667870036101085,0.23333333333333336,0.7865046520501306,0.46296296296296297,0.26353790613718414,0.3148148148148148,-0.9640039597198531,False
brett baty,432,74.0,0.33747099767981437,0.20067567567567568,0.7505350645644575,0.4336075205640423,0.25,0.2702702702702703,-0.9798154235841641,False
miguel andújar,341,60.0,0.3655325443786982,0.2232758620689655,0.8243872853086318,0.48333333333333334,0.1436950146627566,0.18333333333333332,-1.0635700829493258,False
brandon nimmo,652,96.0,0.3354615384615385,0.1794736842105263,0.7637555948236638,0.39101123595505616,0.21625766871165644,0.2604166666666667,-1.1789195777432337,False
jj bleday,344,62.0,0.3080409356725146,0.15583333333333332,0.6983694361876905,0.3239940387481371,0.2616279069767442,0.3387096774193548,-1.2034443479073273,False
matt chapman,536,93.0,0.34634831460674154,0.1809782608695652,0.7706766917293233,0.38509316770186336,0.23507462686567165,0.27956989247311825,-1.2416957987599393,False
kerry carpenter,464,52.0,0.3506521739130435,0.17254901960784316,0.7891122159807175,0.34558823529411764,0.22844827586206898,0.23076923076923078,-1.3337148814964714,False
ronald acuña,412,58.0,0.40882352941176475,0.2290909090909091,0.9352272074452805,0.47586206896551725,0.24514563106796117,0.25862068965517243,-1.3776706446246074,False
